Year,Sample_Size,Confidence_limit_Low,Confidence_limit_High,Display_order,GeoLocation,Age Group,Education Attained,Gender,Household Income_x,Overall,Race/Ethnicity_x,Aerobic & Muscle Strength Activity,Aerobic Activity 150+ min/week,Age,Alcohol Use (30 Days),Angina/CHD Awareness,Arthritis Awareness,Asthma Awareness,BMI Classification,Binge Drinking,CHD/MI Awareness,COPD Awareness,Children in Household,Cholesterol Check (5 Years),Cognitive Difficulty,Current Asthma Awareness,Current E-Cigarette Use,Current Smokers,Deafness,Depression Awareness,Diabetes Awareness,Doctor Visit Affordability,Dressing/Bathing Difficulty,Drunk Driving,E-Cigarette Use Frequency,Education Level,Employment Status,Errands Difficulty,Flu Shot (65+),General Health,HIV Testing,Health Insurance (18-64),Health Insurance Coverage,Health Status,Heart Attack Awareness,Heavy Drinking,High Blood Pressure Awareness,High Cholesterol Awareness,Household Income_y,Kidney Disease Awareness,Last Doctor Visit,Marital Status,Military Service,Mobility Difficulty,Muscle Strength Activity,Other Cancer Awareness,Physical Activity (30 Days),Pneumonia Vaccination (65+),Poor Mental Health Days,Poor Physical Health Days,Primary Healthcare Provider,Race/Ethnicity_y,Seat Belt Use,Skin Cancer Awareness,Smokeless Tobacco Use,Smoking Status,Stroke Awareness,Vision Difficulty,latitude,longitude,city
2023,1516,62.3,68.6,4168.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,1100,31.4,37.7,4169.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,3228,67.1,71.6,4134.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,1960,28.4,32.9,4135.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,2830,63.7,68.3,4132.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,2001,31.7,36.3,4133.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,1118,68.8,76.2,4182.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,584,23.8,31.2,4183.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,468,54.6,66.4,4174.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,397,33.6,45.4,4175.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,446,68.9,79.3,4184.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,201,20.7,31.1,4185.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,528,56.7,67.6,4176.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,387,32.4,43.3,4177.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,606,60.0,70.1,4178.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,416,29.9,40.0,4179.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,1327,66.8,74.0,4180.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,842,26.0,33.2,4181.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,286,52.1,66.1,4172.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,293,33.9,47.9,4173.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,6058,66.1,69.3,4130.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,3961,30.7,33.9,4131.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,56,49.6,86.7,4152.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,31,13.3,50.4,4153.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,254,74.8,88.6,4154.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,63,11.4,25.2,4155.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,428,56.1,66.3,4150.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,390,33.7,43.9,4151.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,1898,69.1,74.8,4162.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,1003,25.2,30.9,4163.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,111,56.1,77.8,4160.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,65,22.2,43.9,4161.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
